car_full_nm,horsepower_bhp,rpm_horsepower_measure_point,torque_lb_ft,rpm_torque_measure_point,car_0_60_time_seconds,engine_size_cc,engine_size_cat,engine_size_ci,top_speed_mph,top_speed_kph,horsepower_per_ton_bhp,year,decade,make_nm,car_weight_tons,torque_per_ton
Triumph 2500 TC - [1976],106,4700,139,3000,NA,2498,2,152.4,99,159,86.6,1976,1970s,Triumph,1.224018476,113.5603774
Lexus IS 250 AWD - [2007],204,6400,185,4800,NA,2499,2,152.4,144,231,121.2,2007,2000s,Lexus,1.683168317,109.9117647
MG ZS 2.5 V6 180 - [2001],177,3500,100,3000,NA,2500,2,152.5,135,217,118,2001,2000s,MG,1.5,66.66666667
Citroen CX 25 GTi Turbo - [1984],166,5000,217,3250,NA,2500,2,152.5,129,207,117.8,1984,1980s,Citroen,1.409168081,153.9915663
Ford Focus RS500 - [2010],350,6000,339,2500,NA,2521,2,153.8,165,265,238.4,2010,2010s,Ford,1.468120805,230.9074286
Volvo S60 2.5R - [2003],296,5500,295,5250,NA,2521,2,153.8,155,249,194.7,2003,2000s,Volvo,1.520287622,194.0422297
Volvo C30 2.5T 230bhp R Design - [2007],227,5000,236,5000,NA,2521,2,153.8,149,239,159.6,2007,2000s,Volvo,1.422305764,165.9277533
Volvo S40 T5 2.5 Turbo AWD - [2007],227,5000,236,1500,NA,2521,2,153.8,143,230,142.7,2007,2000s,Volvo,1.590749825,148.3577093
Ford Focus 2.5 ST-2 - [2005],222,6000,236,1600,NA,2521,2,153.8,150,241,159.4,2005,2000s,Ford,1.39272271,169.4522523
Volvo C70 2.5 T5 Coupe Convertible Sport - [2006],220,5000,236,1500,NA,2521,2,153.8,150,241,128.5,2006,2000s,Volvo,1.712062257,137.8454545
Volvo S40 2.5 T5 AWD - [2006],218,5000,236,1500,NA,2521,2,153.8,NA,NA,137.8,2006,2000s,Volvo,1.582002903,149.1779817
Volvo S40 2.5 T5 Sport - [2003],217,5000,236,1500,NA,2521,2,153.8,149,239,152.9,2003,2000s,Volvo,1.419228254,166.2875576
Ford Focus 2.5 RS - [2009],301,6500,325,2250,NA,2522,2,153.9,155,249,205.1,2009,2000s,Ford,1.467576792,221.4534884
Ford Mondeo ST24 - [1997],167,6250,162,4250,NA,2544,2,155.2,131,210,126.9,1997,1990s,Ford,1.315996848,123.1005988
Ferrari 212 Export - [1951],140,6500,159,4000,NA,2562,2,156.3,121,194,151.6,1951,1950s,Ferrari,0.92348285,172.1742857
Nissan Skyline R33 GTR - [1993],276,6800,289,4400,NA,2569,2,156.7,155,249,180.3,1993,1990s,Nissan,1.53078203,188.7923913
Nissan Skyline R34 GTR - [1999],276,6800,289,4400,4.6,2569,2,156.7,156,251,179.2,1999,1990s,Nissan,1.540178571,187.6405797
Nissan Skyline R32 GTR - [1990],276,6800,260,4400,NA,2569,2,156.7,156,251,193,1990,1990s,Nissan,1.430051813,181.8115942
Aston-Martin DB2 2.6L - [1950],105,5000,125,3100,NA,2580,2,157.4,110,177,86.9,1950,1950s,Aston-Martin,1.208285386,103.452381
Alfa-Romeo Montreal 2.6 V8 Coupe - [1970],197,6500,173,4500,NA,2594,2,158.2,138,222,150.1,1970,1970s,Alfa-Romeo,1.312458361,131.8137056
Noble M12 GTO 2.6 V6 Turbo - [2001],310,6000,320,3500,3.9,2595,2,158.3,155,249,316.3,2001,2000s,Noble,0.9800822,326.5032258
Mazda RX7 RZ - [1998],276,6500,232,5000,NA,2616,2,159.6,162,260,217.3,1998,1990s,Mazda,1.270133456,182.657971
Mazda RX7 Type-R Bathurst - [2002],276,6500,232,5000,4.7,2616,2,159.6,160,257,219,2002,2000s,Mazda,1.260273973,184.0869565
Ford Capri Mk1 RS2600 - [1971],148,5600,165,3500,NA,2637,2,160.9,126,202,139.6,1971,1970s,Ford,1.06017192,155.6351351
Austin-Healey 100 SIX BN4 - [1956],103,4600,142,2400,NA,2639,2,161,106,170,91.5,1956,1950s,Austin-Healey,1.12568306,126.1456311
Hyundai Coupe 2.7 V6 - [2001],167,6000,181,4000,NA,2657,2,162.1,135,217,125.2,2001,2000s,Hyundai,1.333865815,135.6958084
Austin-Healey 100 M BN2 2.6L - [1955],110,4500,160,2500,NA,2660,2,162.3,109,175,100.9,1955,1950s,Austin-Healey,1.090188305,146.7636364
Austin-Healey 100 BN1 - [1953],90,4000,150,2000,NA,2660,2,162.3,108,173,87.8,1953,1950s,Austin-Healey,1.025056948,146.3333333
Talbot Tagora SX 2.7 V6 - [1982],163,6000,170,4200,NA,2664,2,162.5,121,194,129.8,1982,1980s,Talbot,1.25577812,135.3742331
Alpine A310 2.7 V6 - [1976],148,6000,150,3500,NA,2664,2,162.5,137,220,145.6,1976,1970s,Alpine,1.016483516,147.5675676
Peugeot 504 2.7 V6 - [1974],136,5750,153,3500,NA,2664,2,162.5,116,186,107,1974,1970s,Peugeot,1.271028037,120.375
Citroen SM 2.7L V6 - [1970],168,5500,170,4000,NA,2670,2,162.9,135,217,115.8,1970,1970s,Citroen,1.450777202,117.1785714
Audi A4 RS4 Avant 2.7T Quattro V6 - [2000],376,7000,325,6000,4.7,2671,2,162.9,155,249,232,2000,2000s,Audi,1.620689655,200.5319149
Porsche 944 2.7 - [1988],162,5800,166,4200,NA,2681,2,163.6,137,220,125.5,1988,1980s,Porsche,1.290836653,128.5987654
Porsche Cayman 2.7 - [2006],242,6500,201,4600,NA,2687,2,163.9,162,260,186.1,2006,2000s,Porsche,1.300376142,154.5706612
Porsche Boxster 2.7 Roadster - [1999],228,6300,192,4700,NA,2687,2,163.9,155,249,178.8,1999,1990s,Porsche,1.275167785,150.5684211
Porsche 911 Carrera 2.7 RS - [1972],207,6300,188,5100,NA,2687,2,163.9,149,239,192.5,1972,1970s,Porsche,1.075324675,174.8309179
Porsche Cayman 2.7l - [2012],271,7400,214,4500,NA,2706,2,165.1,165,265,206.8,2012,2010s,Porsche,1.310444874,163.303321
Audi A4 S4 2.7T Quattro - [1997],261,7000,295,6000,NA,2716,2,165.7,153,246,167,1997,1990s,Audi,1.562874251,188.7547893
Jaguar S Type 2.7d V6 Sport - [2004],206,0,320,0,NA,2720,2,165.9,143,230,119.6,2004,2000s,Jaguar,1.722408027,185.7864078
Datsun 280 ZX - [1979],140,5200,149,4000,NA,2753,2,167.9,117,188,110,1979,1970s,Datsun,1.272727273,117.0714286
Audi A4 2.8 Quattro - [1996],193,6000,193,6000,NA,2771,2,169,142,228,130.3,1996,1990s,Audi,1.481197237,130.3
Audi 80 2.8 E V6 Quattro - [1991],172,5500,181,3000,NA,2771,2,169,137,220,120.2,1991,1990s,Audi,1.430948419,126.4895349
Mercedes SL Class 280SL W113 - [1970],168,5750,177,4500,NA,2778,2,169.5,124,199,123.5,1970,1970s,Mercedes,1.360323887,130.1160714
Mercedes SL Class 280SL W113 - [1967],168,5750,177,4500,NA,2778,2,169.5,124,199,123.5,1967,1960s,Mercedes,1.360323887,130.1160714
Maserati 430 2.8 V6 - [1988],250,6000,275,3000,NA,2790,2,170.2,149,239,211.8,1988,1980s,Maserati,1.180358829,232.98
Maserati 222 E 2.8 V6 BiTurbo - [1988],222,5500,268,3500,NA,2790,2,170.2,143,230,189.4,1988,1980s,Maserati,1.172122492,228.645045
Vauxhall-Opel Insignia VXR OPC 2.8 V6 BiTurbo - [2010],321,5250,321,5250,NA,2792,2,170.3,155,249,175.8,2010,2010s,Vauxhall-Opel,1.825938567,175.8
Vauxhall-Opel Vectra 2.8T V6 VXR - [2007],276,5500,262,1800,NA,2792,2,170.3,161,259,174.6,2007,2000s,Vauxhall-Opel,1.580756014,165.7434783
Saab 9-3 2.8 V6 Aero - [2006],251,5500,258,2000,NA,2792,2,170.3,155,249,163.5,2006,2000s,Saab,1.535168196,168.059761
Saab 9-3 2.8t Aero Convertible - [2008],247,5500,258,1800,NA,2792,2,170.3,149,239,147,2008,2000s,Saab,1.680272109,153.5465587
Ford Capri Tickford Turbo - [1983],205,5000,260,3500,NA,2792,2,170.3,140,225,164.6,1983,1980s,Ford,1.245443499,208.7609756
Volkswagen(VW) Golf 2.8 VR6 4MOTION - [1997],204,6200,199,3200,NA,2792,2,170.3,148,238,145.6,1997,1990s,Volkswagen(VW),1.401098901,142.0313725
Volkswagen(VW) Golf 2.8 VR6 - [1991],174,5800,170,4200,NA,2792,2,170.3,137,220,150.6,1991,1990s,Volkswagen(VW),1.155378486,147.137931
Volkswagen(VW) Vento 2.8 VR6 - [1992],174,5800,173,4200,NA,2792,2,170.3,140,225,143.8,1992,1990s,Volkswagen(VW),1.210013908,142.9735632
Ford Capri 2.8i - [1981],160,5700,162,3000,NA,2792,2,170.3,129,207,134.4,1981,1980s,Ford,1.19047619,136.08
Ford Sierra XR4i 2.8L V6 - [1984],160,5700,159,4300,NA,2792,2,170.3,130,209,132.7,1984,1980s,Ford,1.205727204,131.870625
Ford Granada Scorpio 4x4 2.8 V6 - [1986],150,5800,162,3000,NA,2792,2,170.3,126,202,106.3,1986,1980s,Ford,1.411100659,114.804
Ford Granada 2.8i V6 - [1982],150,5800,162,3000,NA,2792,2,170.3,117,188,106.2,1982,1980s,Ford,1.412429379,114.696
BMW 3 Series 328i Saloon E46 - [1998],193,5300,207,3950,NA,2793,2,170.4,147,236,138.3,1998,1990s,BMW,1.395516992,148.3321244
BMW 5 Series 528i Saloon E39 - [1999],193,5500,207,3500,NA,2793,2,170.4,142,228,126.1,1999,1990s,BMW,1.530531324,135.2471503
BMW Z3 2.8i Roadster - [1999],193,5500,207,3500,NA,2793,2,170.4,140,225,141.9,1999,1990s,BMW,1.360112755,152.1932642
BMW Z3 E36 2.8L Roadster - [1996],192,5300,203,3950,NA,2793,2,170.4,135,217,147.4,1996,1990s,BMW,1.302578019,155.8447917
BMW 3 Series 328CI Saloon E46 - [1998],193,5500,207,3950,NA,2798,2,170.7,148,238,131.2,1998,1990s,BMW,1.471036585,140.7170984
Porsche 959 Turbo - [1987],450,6500,369,5000,3.7,2849,2,173.8,197,317,310.1,1987,1980s,Porsche,1.451144792,254.282
Peugeot 505 2.8 V6 - [1986],170,5600,173,4250,NA,2849,2,173.8,121,194,127.7,1986,1980s,Peugeot,1.331245106,129.9535294
Peugeot 604 GTi 2.8 V6 - [1984],155,5750,173,3000,NA,2849,2,173.8,118,189,109.1,1984,1980s,Peugeot,1.42071494,121.7696774
DeLorean DMC -12 - [1981],130,0,153,0,NA,2849,2,173.8,130,209,104.5,1981,1980s,DeLorean,1.244019139,122.9884615
Ferrari 288 GTO - [1984],400,7000,366,3800,NA,2855,2,174.2,189,304,344.5,1984,1980s,Ferrari,1.161103048,315.2175
Volkswagen(VW) Corrado 2.9 VR6 - [1992],190,5800,180,4200,NA,2861,2,174.5,143,230,153.5,1992,1990s,Volkswagen(VW),1.237785016,145.4210526
Austin-Healey 3000 MKIII BJ8 - [1964],150,5250,173,3000,NA,2912,2,177.7,122,196,139.2,1964,1960s,Austin-Healey,1.077586207,160.544
Aston-Martin 2/4 MK III Special - [1957],195,5500,194,4000,NA,2922,2,178.3,119,191,153.5,1957,1950s,Aston-Martin,1.270358306,152.7128205
Aston-Martin 2/4 MK II - [1955],140,5000,178,3000,NA,2922,2,178.3,119,191,118.9,1955,1950s,Aston-Martin,1.17746005,151.1728571
Ferrari 308 GT/4 3.0L V8 - [1973],252,7600,209,5000,NA,2927,2,178.6,160,257,199.2,1973,1970s,Ferrari,1.265060241,165.2095238
Ferrari 308 GTB - [1975],251,7600,209,5000,NA,2927,2,178.6,155,249,230.2,1975,1970s,Ferrari,1.090356212,191.6804781
Ferrari 308 GTS QV 3.0l V8 - [1982],237,7000,192,5000,NA,2927,2,178.6,156,251,184.2,1982,1980s,Ferrari,1.286644951,149.2253165
Ferrari 308 GTB QV 3.0l V8 - [1982],237,7000,192,5000,NA,2927,2,178.6,156,251,185.8,1982,1980s,Ferrari,1.275565124,150.521519
Lancia Thema 2.9 V8 8.32 - [1986],215,6750,210,4500,NA,2927,2,178.6,139,223,153.5,1986,1980s,Lancia,1.400651466,149.9302326
Ford Sierra XR4X4 - [1989],150,5700,172,3000,NA,2933,2,178.9,129,207,116.2,1989,1980s,Ford,1.290877797,133.2426667
Ford Granada Scorpio Cosworth - [1991],192,5750,203,4500,NA,2935,2,179.1,137,220,135,1991,1990s,Ford,1.422222222,142.734375
Ferrari F40 2.9 V8 - [1987],477,7000,426,4000,3.8,2936,2,179.1,201,323,433.6,1987,1980s,Ferrari,1.100092251,387.2402516
Renault Clio 3.0 V6 255 - [2001],252,7150,221,4650,NA,2946,2,179.7,153,246,180,2001,2000s,Renault,1.4,157.8571429
Renault Clio 3.0 V6 230 - [2002],230,6000,221,3750,NA,2946,2,179.7,147,236,164.2,2002,2000s,Renault,1.400730816,157.7747826
Peugeot 407 3.0 V6 Coupe - [2005],211,6000,218,3750,NA,2946,2,179.7,151,243,125,2005,2000s,Peugeot,1.688,129.1469194
Citroen XM 3.0 V6 - [1998],191,5500,201,4000,NA,2946,2,179.7,145,233,123.2,1998,1990s,Citroen,1.550324675,129.6502618
Volvo S60 Polestar - [2013],324,5600,354,3000,NA,2953,2,180.2,155,249,190.5,2013,2010s,Volvo,1.700787402,208.1388889
Volvo S60 T6 3.0 Turbo - [2013],300,5600,325,2100,NA,2953,2,180.2,155,249,176.4,2013,2010s,Volvo,1.700680272,191.1
Ferrari 250 GTO - [1962],296,7500,217,5500,NA,2953,2,180.2,158,254,311.5,1962,1960s,Ferrari,0.95024077,228.3631757
Volvo XC60 3.0T - [2008],281,5600,295,4800,NA,2953,2,180.2,130,209,95.1,2008,2000s,Volvo,2.954784437,99.83807829
Ferrari 250 GT 3.0L V12 - [1959],240,7000,181,5000,NA,2953,2,180.2,150,241,187.9,1959,1950s,Ferrari,1.277275146,141.7079167
Toyota Supra 3.0 Turbo - [1988],232,5600,254,3200,NA,2954,2,180.2,144,231,144.7,1988,1980s,Toyota,1.603317208,158.4215517
Alfa-Romeo 164 3.0 V6 Quadrifoglio - [1993],225,6300,207,5000,NA,2959,2,180.5,152,244,149,1993,1990s,Alfa-Romeo,1.510067114,137.08
Alfa-Romeo GTV 3.0 V6 Lusso - [1996],220,6200,199,5000,NA,2959,2,180.5,149,239,155.4,1996,1990s,Alfa-Romeo,1.415701416,140.5663636
Lancia Kappa 3.0 V6 - [1994],204,6300,199,4500,NA,2959,2,180.5,140,225,135,1994,1990s,Lancia,1.511111111,131.6911765
Alfa-Romeo 164 3.0 V6 Cloverleaf - [1990],200,5800,195,4400,NA,2959,2,180.5,147,236,139.9,1990,1990s,Alfa-Romeo,1.429592566,136.4025
Alfa-Romeo 75 3.0 V6 - [1987],187,5800,181,4000,NA,2959,2,180.5,137,220,154.5,1987,1980s,Alfa-Romeo,1.210355987,149.5427807
Nissan 300ZX 3.0 V6 Turbo - [1990],280,6400,273,3600,NA,2960,2,180.6,156,251,177.2,1990,1990s,Nissan,1.58013544,172.77
Nissan 300ZX Version S Twin Turbo - [1998],276,6400,286,3600,NA,2960,2,180.6,155,249,181.5,1998,1990s,Nissan,1.520661157,188.076087
Nissan 300ZX 3.0 V6 Turbo - [1984],226,5400,240,4400,NA,2960,2,180.6,147,236,160.2,1984,1980s,Nissan,1.410736579,170.1238938
Ferrari 250 Europa - [1954],200,6300,175,5000,NA,2963,2,180.8,135,217,160,1954,1950s,Ferrari,1.25,140
Audi A7 3.0 TDI 310 - [2011],309,3900,479,1450,NA,2967,2,181,155,249,160.5,2011,2010s,Audi,1.925233645,248.8009709
Porsche Panamera Diesel 3.0 V6 Turbo - [2013],296,4000,479,1750,NA,2967,2,181,161,259,155.7,2013,2010s,Porsche,1.901091843,251.960473
Porsche Macan 3.0 Diesel S Sport - [2013],254,4000,428,1750,NA,2967,2,181,143,230,135.1,2013,2010s,Porsche,1.880088823,227.6488189
Porsche Panamera 3.0 V6 Turbo Diesel - [2011],247,3800,406,1750,NA,2967,2,181,150,241,131.3,2011,2010s,Porsche,1.881188119,215.8210526
Audi A5 Sportback 3.0 TDI - [2011],242,4000,369,1400,NA,2967,2,181,155,249,136.7,2011,2010s,Audi,1.770299927,208.4392562
Audi A6 3.0 TDI Quattro - [2012],242,4000,428,1750,NA,2967,2,181,155,249,131.8,2012,2010s,Audi,1.836115326,233.1008264
Jaguar S Type 3.0 V6 Sport - [2001],240,0,221,0,NA,2967,2,181,146,234,143.8,2001,2000s,Jaguar,1.668984701,132.4158333
Porsche Cayenne 3.0 V6 Turbo Diesel - [2009],240,4000,406,2000,NA,2967,2,181,133,214,107.1,2009,2000s,Porsche,2.240896359,181.1775
Audi A5 3.0tdi Quattro Cabriolet - [2009],236,4400,369,3000,NA,2967,2,181,140,225,126.8,2009,2000s,Audi,1.861198738,198.259322
Jaguar XJ V6 - [2012],235,6800,216,4100,NA,2967,2,181,148,238,135.4,2012,2010s,Jaguar,1.735598227,124.452766
Ford Mondeo ST220 - [2002],221,6150,204,4900,NA,2967,2,181,151,243,142.5,2002,2000s,Ford,1.550877193,131.5384615
Noble M400 3.0 V6 - [2004],425,6500,390,5000,3.5,2968,2,181.1,173,278,400.9,2004,2000s,Noble,1.060114742,367.8847059
Noble M12 GTO 3R - [2003],352,6200,350,3500,3.9,2968,2,181.1,170,273,325.9,2003,2000s,Noble,1.080085916,324.0482955
Jaguar X Type 3.0 V6 Sport - [2001],231,6300,210,3200,NA,2968,2,181.1,146,234,148.5,2001,2000s,Jaguar,1.555555556,135
Vauxhall-Opel Omega Evolution 500 - [2000],227,6700,207,3500,NA,2969,2,181.1,143,230,145.3,2000,2000s,Vauxhall-Opel,1.562284928,132.4982379
Vauxhall-Opel Monza GSE 3.0 - [1985],178,5800,183,4200,NA,2969,2,181.1,134,215,130.2,1985,1980s,Vauxhall-Opel,1.367127496,133.8573034
Mitsubishi 3000 GT VR-4 - [1994],320,6000,315,2500,NA,2972,2,181.3,155,249,185.5,1994,1990s,Mitsubishi,1.725067385,182.6015625
Mitsubishi 3000 GT - [1992],282,6000,300,3000,NA,2972,2,181.3,155,249,163,1992,1990s,Mitsubishi,1.73006135,173.4042553
Renault Alpine A610 3.0 V6 Turbo - [1992],250,5750,258,2900,NA,2975,2,181.5,160,257,176,1992,1990s,Renault,1.420454545,181.632
Alpine A610 3.0 V6 - [1991],247,5750,258,2900,NA,2975,2,181.5,166,267,173.9,1991,1990s,Alpine,1.420356527,181.6445344
Citroen XM 3.0 V6 - [1989],197,6000,192,3600,NA,2975,2,181.5,146,234,133.5,1989,1980s,Citroen,1.475655431,130.1116751
Audi A4 3.0 V6 Quattro - [2000],220,6300,221,3200,NA,2976,2,181.6,151,243,146.1,2000,2000s,Audi,1.505817933,146.7640909
Honda NSX R 3.0 V6 - [1995],276,7300,217,5400,NA,2977,2,181.6,163,262,224.3,1995,1990s,Honda,1.230494873,176.3518116
Honda NSX 3.0 V6 - [1990],270,7300,210,6500,NA,2977,2,181.6,168,270,197.8,1990,1990s,Honda,1.365015167,153.8444444
Honda NSX 3.0 V6 Auto - [1998],255,6600,209,5400,NA,2977,2,181.6,162,260,178.3,1998,1990s,Honda,1.430173864,146.1360784
BMW 3 Series M3 F80 - [2013],425,5500,406,1850,4.2,2979,2,181.7,155,249,266.4,2013,2010s,BMW,1.595345345,254.4903529
BMW 4 Series M4 - [2013],425,5500,406,1850,4.2,2979,2,181.7,155,249,270.3,2013,2010s,BMW,1.572327044,258.216
BMW 4 Series M4 Cabriolet F83 - [2014],425,5500,406,1850,NA,2979,2,181.7,155,249,232.8,2014,2010s,BMW,1.825601375,222.3924706
Maserati Ghibli S Q4 3.0 V6 Turbo - [2013],404,5500,406,1750,4.7,2979,2,181.7,176,283,216,2013,2010s,Maserati,1.87037037,217.0693069
Maserati Ghibli S 3.0 V6 Turbo - [2013],404,5500,406,1750,4.7,2979,2,181.7,177,284,223.2,2013,2010s,Maserati,1.810035842,224.3049505
BMW Alpina B3 3.0 Bi Turbo - [2006],360,5500,368,3800,NA,2979,2,181.7,180,289,229.2,2006,2000s,BMW,1.570680628,234.2933333
BMW 1 Series M135i F20 - [2012],315,5800,332,1300,NA,2979,2,181.7,155,249,209.3,2012,2010s,BMW,1.505016722,220.5955556
BMW 1 Series 135i 2d Coupe M-Sport - [2007],302,5800,295,5000,NA,2979,2,181.7,155,249,193.5,2007,2000s,BMW,1.560723514,189.0149007
BMW 3 Series 335i M-Sport 2d E90 - [2006],302,5800,295,1300,NA,2979,2,181.7,155,249,187.5,2006,2000s,BMW,1.610666667,183.1539735
BMW Z4 35i sDrive 2d - [2009],302,5800,295,5000,NA,2979,2,181.7,155,249,188.7,2009,2000s,BMW,1.600423953,184.3261589
BMW 3 Series 335i F30 - [2011],302,5800,295,1200,NA,2979,2,181.7,155,249,190.5,2011,2010s,BMW,1.585301837,186.0844371
BMW 3 Series 335i Gran Turismo F34 - [2013],302,5800,295,1200,NA,2979,2,181.7,155,249,176,2013,2010s,BMW,1.715909091,171.9205298
BMW 4 Series 435i Coupe F32 - [2013],302,5800,295,1200,NA,2979,2,181.7,155,249,190.5,2013,2010s,BMW,1.585301837,186.0844371
BMW 5 Series 530i Saloon E39 - [1996],231,0,221,0,NA,2979,2,181.7,155,249,143.9,1996,1990s,BMW,1.605281445,137.6705628
BMW 3 Series 330ci E46/2 - [2006],228,5900,221,3500,NA,2979,2,181.7,155,249,151.4,2006,2000s,BMW,1.505944518,146.7517544
BMW 3 Series 330ci E46 - [2001],228,5900,221,3500,NA,2979,2,181.7,153,246,136.1,2001,2000s,BMW,1.675238795,131.9214912
Toyota Land Cruiser 3.0 TD - [1994],123,3600,218,2000,NA,2982,2,181.9,93,149,61.5,1994,1990s,Toyota,2,109
Ford Taurus 3.0 V6 SHO - [1988],220,6000,200,4800,NA,2986,2,182.2,140,225,146.6,1988,1980s,Ford,1.500682128,133.2727273
Ford Taurus 3.0 V6 SHO - [1992],220,6000,200,4800,NA,2986,2,182.2,140,225,137.5,1992,1990s,Ford,1.6,125
Porsche 968 3.0 Turbo S - [1993],301,5400,369,3000,4.7,2990,2,182.4,175,281,219.7,1993,1990s,Porsche,1.370050068,269.3332226
BMW 3 Series M3 GT E36 - [1995],291,7000,238,3900,NA,2990,2,182.4,155,249,199.3,1995,1990s,BMW,1.460110386,163.0013746
BMW 3 Series M3 E36 - [1993],286,7000,236,3600,NA,2990,2,182.4,162,260,188.1,1993,1990s,BMW,1.520467836,155.2153846
Porsche 968 3.0 Turbo - [1992],240,6200,225,4100,NA,2990,2,182.4,153,246,169,1992,1990s,Porsche,1.420118343,158.4375
Porsche 968 Club Sport - [1993],240,6200,225,4100,NA,2990,2,182.4,150,241,179.7,1993,1990s,Porsche,1.335559265,168.46875
Volvo S80 T6 3.0 Turbo - [2003],268,5200,280,1800,NA,2992,2,182.5,155,249,170.3,2003,2000s,Volvo,1.573693482,177.9253731
BMW X5 M50d 3.0 Diesel Turbo - [2013],376,4000,546,2000,NA,2993,2,182.6,155,249,166,2013,2010s,BMW,2.265060241,241.0531915
BMW X6 M50d E71 - [2012],376,4000,546,2000,NA,2993,2,182.6,155,249,168.9,2012,2010s,BMW,2.226169331,245.2643617
BMW 5 Series M550d xDrive F10 - [2013],375,4000,546,2000,4.5,2993,2,182.6,155,249,191.8,2013,2010s,BMW,1.955161627,279.2608
Jaguar XF 3.0d V6 Auto - [2009],271,4000,443,2000,NA,2993,2,182.6,155,249,144.1,2009,2000s,Jaguar,1.880638446,235.5583026
Jaguar XF 3.0D S - [2011],271,4000,443,2000,NA,2993,2,182.6,155,249,149.7,2011,2010s,Jaguar,1.810287241,244.7125461
Jaguar XJ 3.0D V6 600 LWB - [2009],271,4000,443,2000,NA,2993,2,182.6,155,249,149.4,2009,2000s,Jaguar,1.813922356,244.2221402
BMW 5 Series 535d M-Sport Saloon Auto E60 - [2004],268,4400,412,2000,NA,2993,2,182.6,155,249,155.5,2004,2000s,BMW,1.723472669,239.0522388
BMW 3 Series 335d E90 - [2010],265,4200,425,1750,NA,2993,2,182.6,130,209,152.7,2010,2010s,BMW,1.735428946,244.8962264
Infiniti FX 30d 3.0 V6 Diesel - [2011],235,3750,406,1750,NA,2993,2,182.6,132,212,108,2011,2010s,Infiniti,2.175925926,186.587234
BMW 5 Series 530d E60 - [2003],215,4000,369,2000,NA,2993,2,182.6,151,243,127.5,2003,2000s,BMW,1.68627451,218.8255814
BMW X5 3.0d - [2003],215,4000,369,2000,NA,2993,2,182.6,130,209,99,2003,2000s,BMW,2.171717172,169.9116279
BMW 3 Series 330d Sports Saloon E46 - [1998],204,4000,302,1750,NA,2993,2,182.6,150,241,134.2,1998,1990s,BMW,1.520119225,198.6686275
Porsche 911 SC - [1980],201,5900,197,4300,NA,2994,2,182.7,146,234,173.2,1980,1980s,Porsche,1.160508083,169.7532338
Porsche 911 Carrera 3.0 - [1976],197,6000,188,4200,NA,2994,2,182.7,143,230,175.8,1976,1970s,Porsche,1.120591581,167.7685279
Ford Capri 3000S X Pack - [1978],175,5000,194,4000,NA,2994,2,182.7,130,209,149.5,1978,1970s,Ford,1.170568562,165.7314286
Ford Capri 3000E GT - [1970],138,0,174,0,NA,2994,2,182.7,122,196,125.1,1970,1970s,Ford,1.103117506,157.7347826
Ford Granada 3.0 V6 - [1976],138,5000,192,3000,NA,2994,2,182.7,111,178,100.5,1976,1970s,Ford,1.373134328,139.826087
Rover P5 MkII/III - [1962],134,5000,169,1750,NA,2994,2,182.7,111,178,81.1,1962,1960s,Rover,1.652281134,102.2828358
Audi A5 S5 3.0 Quattro Cabriolet - [2009],328,7000,325,5300,NA,2995,2,182.7,155,249,174.9,2009,2000s,Audi,1.875357347,173.3003049
Audi A4 S4 3.0L V6 Supercharged - [2012],328,5500,325,2900,NA,2995,2,182.7,155,249,184.2,2012,2010s,Audi,1.780673181,182.5152439
Audi A4 S4 3.0 V6 - [2008],328,5500,325,2900,NA,2995,2,182.7,155,249,198.7,2008,2000s,Audi,1.650729743,196.882622
Porsche Panamera S E Hybrid 3.0 V6 - [2013],328,5500,325,3000,NA,2995,2,182.7,168,270,156.5,2013,2010s,Porsche,2.095846645,155.0685976
Audi A4 S4 3.0 V6 - [2014],328,5500,325,2900,NA,2995,2,182.7,155,249,187.4,2014,2010s,Audi,1.750266809,185.6859756
Audi A4 S4 3.0 V6 S-Tronic - [2014],328,5500,325,2900,NA,2995,2,182.7,155,249,183.7,2014,2010s,Audi,1.785519869,182.0198171
Audi A7 3.0 TFSI Quattro - [2010],296,5250,325,2900,NA,2995,2,182.7,155,249,167.2,2010,2010s,Audi,1.770334928,183.5810811
Audi A8 3.0 TFSI Quattro - [2010],286,4850,310,2500,NA,2995,2,182.7,155,249,156.2,2010,2010s,Audi,1.830985915,169.3076923
Toyota Camry 3.0 V6 - [2002],184,5300,201,4300,NA,2995,2,182.7,140,225,122.6,2002,2000s,Toyota,1.500815661,133.9271739
Rover P5 Mk1/1A - [1958],115,4500,164,1500,NA,2995,2,182.7,100,160,70.2,1958,1950s,Rover,1.638176638,100.1113043
Lamborghini Urraco 3.0L V8 P300 - [1974],265,7800,203,3400,NA,2996,2,182.8,165,265,207,1974,1970s,Lamborghini,1.280193237,158.5698113
BMW Z4 3.0si Sport 2d - [2006],261,6600,232,2750,NA,2996,2,182.8,155,249,188.4,2006,2000s,BMW,1.385350318,167.4666667
BMW 3 Series 330i M-Sport Manual E90 - [2005],258,6600,221,2500,NA,2996,2,182.8,155,249,169.1,2005,2000s,BMW,1.525724423,144.8492248
Mercedes 300 SL II Roadster W198 - [1957],240,6100,217,4800,NA,2996,2,182.8,155,249,180.4,1957,1950s,Mercedes,1.33037694,163.1116667
BMW 3 Series 325i Saloon E46 - [2006],215,6250,185,7750,NA,2996,2,182.8,NA,NA,131.4,2006,2000s,BMW,1.636225266,113.0651163
